account_id,customer_id,account_type,account_open_date,account_status,balance,branch_id
A0009776,C007546,Current,2023-12-20,Active,406904.87,B0110
A0009777,C007577,Savings,2022-03-04,Dormant,212474.35,B0058
A0009778,C007146,Current,2025-01-16,Active,340391.24,B0091
A0009779,C004540,Salary,2025-09-26,Active,88846.46,B0167
A0009780,C007901,Current,2023-04-03,Dormant,18072.97,B0156
A0009781,C003953,Salary,2024-06-21,Active,86453.28,B0147
A0009782,C007323,Savings,2025-07-22,Dormant,300840.9,B0034
A0009783,C002584,Salary,2023-05-30,Active,149816.64,B0057
A0009784,C004967,Current,2025-01-11,Dormant,121709.42,B0128
A0009785,C006876,Savings,2023-10-24,Active,216995.48,B0008
A0009786,C000923,Current,2021-12-15,Active,476741.67,B0008
A0009787,C001313,Savings,2025-07-13,Active,434139.68,B0185
A0009788,C005063,Salary,2025-06-15,Closed,222429.81,B0063
A0009789,C006206,Salary,2023-09-22,Active,497387.33,B0012
A0009790,C008827,Salary,2024-03-25,Active,175324.88,B0184
A0009791,C008176,Current,2023-02-25,Active,312141.9,B0081
A0009792,C009967,Current,2022-01-09,Active,224474.37,B0034
A0009793,C002154,Current,2024-10-08,Closed,474247.16,B0159
A0009794,C002913,Salary,2026-06-03,Active,368774.87,B0008
A0009795,C001685,Salary,2024-08-24,Active,35526.27,B0037
A0009796,C001797,Salary,2023-12-08,Active,334414.77,B0088
A0009797,C007068,Salary,2025-11-24,Active,13538.56,B0147
A0009798,C002210,Current,2026-06-11,Active,431152.26,B0187
A0009799,C004735,Salary,2024-03-28,Active,334486.69,B0044
A0009800,C005977,Current,2021-09-02,Dormant,21034.64,B0058
A0009801,C001150,Current,2024-05-21,Active,115881.69,B0026
A0009802,C006826,Savings,2022-03-10,Dormant,375286.81,B0160
A0009803,C005618,Salary,2021-12-16,Active,68315.91,B0067
A0009804,C008436,Savings,2021-09-26,Closed,28166.91,B0126
A0009805,C006475,Current,2022-10-23,Active,434230.05,B0066
A0009806,C003950,Current,2021-08-16,Active,355847.23,B0176
A0009807,C006239,Current,2025-03-25,Active,215396.92,B0057
A0009808,C003228,Current,2022-09-10,Active,262203.07,B0060
A0009809,C004047,Current,2024-09-25,Active,326906.92,B0050
A0009810,C007357,Current,2023-05-03,Active,275129.73,B0010
A0009811,C009110,Savings,2024-12-27,Active,291067.26,B0175
A0009812,C006516,Salary,2022-03-19,Dormant,12595.3,B0190
A0009813,C003131,Salary,2023-08-21,Active,193871.06,B0086
A0009814,C002467,Current,2023-04-12,Active,32756.24,B0078
A0009815,C004426,Current,2023-09-28,Active,294403.21,B0181
A0009816,C005424,Savings,2023-12-17,Active,77038.27,B0133
A0009817,C001777,Salary,2023-05-14,Active,223037.49,B0160
A0009818,C005163,Salary,2022-04-08,Active,383240.51,B0064
A0009819,C000401,Current,2022-08-28,Active,97073.17,B0009
A0009820,C001035,Salary,2022-04-17,Active,375565.45,B0016
A0009821,C009276,Savings,2023-05-06,Dormant,230787.42,B0062
A0009822,C003624,Current,2024-08-03,Closed,374454.14,B0162
A0009823,C009055,Savings,2022-10-07,Active,65535.54,B0179
A0009824,C005801,Salary,2024-06-14,Dormant,473115.71,B0125
A0009825,C000648,Salary,2023-07-12,Active,120889.07,B0012
A0009826,C003629,Current,2024-11-08,Active,219214.36,B0125
A0009827,C007338,Savings,2022-02-27,Dormant,59270.07,B0112
A0009828,C003747,Salary,2021-10-01,Dormant,262791.82,B0143
A0009829,C004854,Salary,2023-02-23,Active,258868.89,B0101
A0009830,C005555,Salary,2026-06-04,Active,201694.33,B0128
A0009831,C004664,Savings,2021-11-17,Dormant,342411.56,B0136
A0009832,C002715,Current,2022-07-17,Dormant,85476.59,B0098
A0009833,C002069,Savings,2024-12-23,Dormant,99212.72,B0006
A0009834,C001454,Current,2024-11-30,Closed,281239.2,B0177
A0009835,C001962,Salary,2022-02-16,Dormant,435324.28,B0183
A0009836,C008152,Current,2024-06-25,Closed,33440.94,B0030
A0009837,C004943,Salary,2024-01-31,Closed,421084.69,B0199
A0009838,C009158,Salary,2021-10-02,Active,445730.46,B0080
A0009839,C003551,Current,2025-01-17,Dormant,399221.86,B0144
A0009840,C004530,Current,2022-11-08,Closed,488736.26,B0025
A0009841,C008709,Salary,2023-12-07,Active,278972.11,B0109
A0009842,C005400,Current,2022-02-27,Active,458826.44,B0090
A0009843,C000365,Savings,2026-01-30,Dormant,372770.34,B0176
A0009844,C008959,Salary,2022-01-06,Active,158694.31,B0139
A0009845,C002550,Current,2021-08-13,Active,332530.85,B0026
A0009846,C005345,Salary,2023-04-08,Active,493262.95,B0107
A0009847,C002498,Current,2025-07-20,Closed,68637.79,B0162
A0009848,C005105,Salary,2026-03-25,Active,93621.73,B0196
A0009849,C005245,Savings,2025-07-23,Active,25632.86,B0037
A0009850,C000847,Current,2024-04-20,Active,375873.72,B0020
A0009851,C009009,Current,2024-06-02,Active,475371.56,B0131
A0009852,C008218,Savings,2022-12-16,Closed,152374.41,B0133
A0009853,C008173,Salary,2024-06-07,Active,261975.1,B0175
A0009854,C000763,Salary,2023-01-10,Dormant,164266.11,B0066
A0009855,C006207,Current,2024-01-16,Active,17839.78,B0066
A0009856,C004684,Savings,2023-12-17,Active,213693.84,B0134
A0009857,C006834,Salary,2023-07-23,Active,436065.94,B0163
A0009858,C009633,Savings,2025-11-14,Active,178231.35,B0076
A0009859,C001199,Savings,2023-05-12,Dormant,177068.49,B0095
A0009860,C009437,Current,2023-05-04,Active,198339.25,B0006
A0009861,C000452,Salary,2024-11-20,Active,218141.44,B0129
A0009862,C000346,Salary,2023-03-06,Active,28253.95,B0021
A0009863,C009940,Savings,2022-12-19,Active,234311.59,B0044
A0009864,C005774,Current,2022-09-10,Dormant,412468.82,B0116
A0009865,C007063,Current,2025-08-11,Active,183186.67,B0062
A0009866,C000216,Current,2022-05-30,Active,355447.92,B0052
A0009867,C003651,Savings,2024-12-19,Active,206491.61,B0138
A0009868,C007352,Salary,2025-01-13,Dormant,148022.2,B0186
A0009869,C002938,Current,2023-12-20,Active,241475.52,B0062
A0009870,C007847,Salary,2021-08-27,Active,375101.28,B0085
A0009871,C002387,Salary,2023-09-14,Dormant,44574.63,B0144
A0009872,C009206,Salary,2021-11-29,Active,462563.8,B0038
A0009873,C009213,Salary,2025-09-28,Dormant,340951.6,B0052
A0009874,C001431,Salary,2025-06-07,Dormant,418909.97,B0083
A0009875,C008412,Current,2024-06-22,Active,365656.14,B0160
A0009876,C003582,Salary,2026-02-12,Dormant,112576.86,B0173
A0009877,C006646,Salary,2024-04-17,Active,408440.05,B0081
A0009878,C007377,Current,2022-02-09,Active,466315.8,B0054
A0009879,C001284,Current,2022-03-30,Active,398341.89,B0122
A0009880,C004481,Current,2024-01-06,Active,477242.91,B0182
A0009881,C009050,Salary,2025-05-25,Active,69791.46,B0082
A0009882,C009982,Salary,2022-07-17,Closed,484890.11,B0049
A0009883,C009085,Current,2022-12-31,Active,124999.55,B0156
A0009884,C001554,Savings,2022-03-24,Active,157079.19,B0192
A0009885,C004961,Current,2025-11-25,Active,63213.4,B0011
A0009886,C003039,Salary,2025-09-05,Dormant,372464.87,B0053
A0009887,C001805,Current,2026-07-14,Active,451513.03,B0188
A0009888,C004273,Current,2024-02-05,Active,203990.54,B0019
A0009889,C000314,Salary,2022-06-15,Active,240519.83,B0114
A0009890,C001701,Current,2023-05-12,Active,453399.23,B0112
A0009891,C000255,Savings,2022-07-31,Active,452267.85,B0010
A0009892,C003907,Savings,2022-10-01,Active,76498.75,B0058
A0009893,C009967,Salary,2024-08-18,Dormant,136338.25,B0013
A0009894,C005482,Salary,2025-05-30,Active,40246.96,B0122
A0009895,C007469,Salary,2024-10-03,Dormant,444066.04,B0088
A0009896,C007416,Current,2023-11-26,Closed,42683.17,B0083
A0009897,C003812,Savings,2023-06-25,Active,398083.7,B0085
A0009898,C009129,Savings,2025-10-13,Active,203490.35,B0007
A0009899,C001323,Current,2025-09-25,Closed,134541.04,B0118
A0009900,C000234,Salary,2022-08-02,Active,443658.13,B0013
A0009901,C001468,Current,2025-06-28,Closed,403368.48,B0141
A0009902,C004371,Current,2021-11-17,Active,169083.23,B0068
A0009903,C005231,Salary,2022-04-01,Active,95424.4,B0164
A0009904,C002791,Savings,2022-10-06,Dormant,176453.2,B0089
A0009905,C005891,Current,2023-01-14,Active,28814.21,B0047
A0009906,C001008,Salary,2026-02-24,Active,481863.48,B0012
A0009907,C001015,Savings,2026-06-08,Closed,332686.23,B0172
A0009908,C003883,Salary,2024-05-18,Active,139033.45,B0078
A0009909,C003204,Savings,2024-04-24,Active,350743.57,B0105
A0009910,C009660,Savings,2025-08-25,Closed,237156.45,B0046
A0009911,C001017,Current,2025-03-25,Closed,164081.82,B0058
A0009912,C006597,Current,2025-10-09,Active,101804.16,B0185
A0009913,C007830,Current,2024-04-29,Active,471218.87,B0086
A0009914,C002855,Salary,2025-01-23,Dormant,93964.53,B0198
A0009915,C002086,Salary,2024-06-19,Active,274383.13,B0134
A0009916,C006095,Salary,2022-04-25,Active,53656.65,B0074
A0009917,C004288,Current,2022-07-10,Active,124748.87,B0111
A0009918,C004242,Savings,2025-06-23,Dormant,469598.33,B0168
A0009919,C007351,Salary,2024-10-18,Active,196515.49,B0154
A0009920,C004972,Current,2022-07-08,Dormant,25104.03,B0196
A0009921,C002459,Savings,2025-04-28,Dormant,239997.35,B0170
A0009922,C002076,Salary,2024-03-16,Active,430266.07,B0120
A0009923,C006403,Current,2023-03-30,Active,310155.7,B0065
A0009924,C001075,Savings,2024-11-28,Active,103589.7,B0170
A0009925,C005459,Salary,2025-07-04,Dormant,439219.05,B0191
A0009926,C000526,Current,2022-05-22,Closed,148097.32,B0123
A0009927,C003824,Savings,2023-07-25,Closed,251994.97,B0008
A0009928,C009034,Salary,2023-09-29,Active,431003.8,B0070
A0009929,C002014,Current,2024-02-29,Active,153692.76,B0082
A0009930,C007406,Current,2024-05-31,Closed,154659.97,B0198
A0009931,C009812,Savings,2026-05-31,Dormant,406988.67,B0091
A0009932,C007472,Savings,2022-04-28,Active,106536.24,B0045
A0009933,C009417,Salary,2023-07-24,Active,249331.11,B0064
A0009934,C005614,Current,2023-04-25,Active,135177.01,B0155
A0009935,C004759,Savings,2023-03-04,Active,372844.72,B0043
A0009936,C002305,Salary,2021-12-22,Active,253461.34,B0031
A0009937,C008164,Savings,2026-06-23,Active,151672.79,B0044
A0009938,C002442,Salary,2023-12-09,Closed,55282.31,B0163
A0009939,C004600,Current,2023-11-07,Dormant,41393.63,B0168
A0009940,C004987,Current,2026-04-20,Active,365086.47,B0134
A0009941,C004049,Savings,2025-11-13,Dormant,192913.31,B0131
A0009942,C001190,Current,2024-01-07,Active,234797.59,B0027
A0009943,C008774,Salary,2024-10-09,Closed,210533.78,B0020
A0009944,C006660,Current,2025-11-02,Closed,238246.03,B0117
A0009945,C005854,Current,2024-03-23,Active,91543.64,B0106
A0009946,C003664,Current,2025-01-14,Closed,198301.97,B0136
A0009947,C006395,Savings,2022-06-11,Active,261151.91,B0050
A0009948,C001355,Savings,2022-04-08,Active,238658.32,B0166
A0009949,C007541,Savings,2023-10-28,Closed,458713.98,B0083
A0009950,C002229,Salary,2021-10-01,Dormant,435786.7,B0011
A0009951,C001527,Salary,2024-12-26,Active,28287.52,B0119
A0009952,C009844,Savings,2021-12-26,Active,434970.96,B0038
A0009953,C009101,Current,2023-09-08,Dormant,47257.75,B0192
A0009954,C007040,Savings,2026-02-27,Active,130965.6,B0197
A0009955,C006120,Salary,2024-09-09,Closed,189996.76,B0174
A0009956,C008781,Savings,2025-01-17,Active,439628.01,B0020
A0009957,C002856,Current,2023-10-08,Dormant,239255.52,B0164
A0009958,C001828,Salary,2025-04-29,Active,401553.32,B0068
A0009959,C004313,Salary,2023-09-11,Active,472683.48,B0117
A0009960,C000591,Salary,2022-04-26,Closed,457641.38,B0079
A0009961,C001854,Savings,2025-08-04,Active,258549.18,B0055
A0009962,C001622,Salary,2023-08-14,Active,409928.33,B0089
A0009963,C007432,Current,2025-09-17,Active,160532.17,B0198
A0009964,C007711,Savings,2023-12-08,Closed,437569.22,B0176
A0009965,C005481,Salary,2025-11-23,Closed,227738.5,B0147
A0009966,C002607,Salary,2024-03-30,Active,374553.02,B0022
A0009967,C004233,Current,2024-01-08,Closed,196899.35,B0105
A0009968,C005101,Salary,2025-07-11,Dormant,347041.0,B0037
A0009969,C006880,Current,2024-10-25,Active,124846.51,B0089
A0009970,C009445,Salary,2024-10-18,Active,424763.14,B0067
A0009971,C003695,Savings,2021-10-25,Active,55958.6,B0077
A0009972,C008836,Savings,2026-07-26,Closed,284236.97,B0175
A0009973,C001243,Savings,2025-05-14,Active,392805.27,B0123
A0009974,C005843,Savings,2022-01-07,Active,399614.81,B0104
A0009975,C000006,Savings,2024-02-28,Active,104319.43,B0003
A0009976,C005799,Savings,2023-03-16,Closed,59483.44,B0044
A0009977,C001688,Salary,2024-11-12,Active,186000.58,B0012
A0009978,C002376,Current,2022-12-21,Closed,199809.85,B0188
A0009979,C004344,Current,2023-12-20,Closed,376573.2,B0097
A0009980,C008954,Savings,2022-06-15,Closed,204919.08,B0174
A0009981,C000069,Current,2023-08-20,Active,88696.14,B0112
A0009982,C004330,Current,2022-04-26,Active,467509.04,B0100
A0009983,C004249,Current,2024-10-26,Active,16836.39,B0127
A0009984,C006565,Salary,2024-01-23,Active,333759.62,B0107
A0009985,C006264,Savings,2023-05-02,Dormant,43578.89,B0164
A0009986,C003663,Current,2022-12-01,Active,103325.66,B0158
A0009987,C001046,Current,2024-02-21,Closed,496199.91,B0012
A0009988,C000069,Current,2022-01-19,Closed,140235.63,B0146
A0009989,C000521,Current,2022-02-16,Active,227074.22,B0093
A0009990,C006671,Salary,2021-10-19,Active,400548.45,B0115
A0009991,C006707,Current,2024-09-21,Dormant,384394.33,B0184
A0009992,C000582,Savings,2022-11-28,Dormant,311873.39,B0155
A0009993,C004667,Savings,2024-07-13,Closed,450741.02,B0017
A0009994,C000970,Savings,2022-10-29,Active,7987.55,B0012
A0009995,C003130,Savings,2022-05-23,Active,9035.53,B0196
A0009996,C007715,Savings,2023-06-25,Closed,461212.21,B0175
A0009997,C002817,Salary,2021-11-09,Closed,234953.18,B0155
A0009998,C003719,Current,2024-05-14,Active,337813.66,B0130
A0009999,C001752,Savings,2026-02-14,Active,106441.91,B0069
A0010000,C003106,Salary,2022-09-10,Closed,494439.28,B0193
A0010001,C005639,Salary,2023-01-31,Active,35361.06,B0157
A0010002,C001569,Savings,2025-02-03,Active,474167.16,B0132
A0010003,C007295,Savings,2022-12-23,Active,194196.51,B0132
A0010004,C004402,Current,2023-04-03,Active,418959.75,B0010
A0010005,C008855,Current,2022-05-03,Dormant,498064.38,B0101
A0010006,C000734,Salary,2023-12-26,Active,256051.97,B0091
A0010007,C004458,Salary,2023-05-23,Active,424923.21,B0136
A0010008,C000538,Salary,2022-10-31,Active,11704.88,B0168
A0010009,C000563,Salary,2021-12-14,Closed,465499.06,B0182
A0010010,C003243,Savings,2025-07-11,Active,174642.72,B0124
A0010011,C004072,Salary,2024-10-02,Dormant,145754.72,B0152
A0010012,C003561,Savings,2024-01-24,Active,61990.12,B0006
A0010013,C009113,Savings,2021-10-23,Dormant,78984.78,B0080
A0010014,C002967,Salary,2024-05-20,Dormant,320572.87,B0096
A0010015,C002807,Savings,2024-02-12,Active,218177.06,B0048
A0010016,C009301,Salary,2022-06-21,Closed,274194.02,B0114
A0010017,C000432,Savings,2022-09-25,Closed,110230.99,B0071
A0010018,C004759,Salary,2025-04-20,Active,215350.17,B0006
A0010019,C007071,Salary,2024-05-24,Closed,32714.9,B0081
A0010020,C009104,Current,2026-08-06,Active,447215.62,B0165
A0010021,C000975,Current,2023-09-02,Active,133852.02,B0036
A0010022,C006553,Current,2023-11-27,Closed,450431.72,B0196
A0010023,C008605,Current,2025-01-18,Closed,346424.77,B0138
A0010024,C004968,Salary,2023-11-12,Dormant,373472.91,B0079
A0010025,C000036,Current,2025-03-21,Dormant,206262.28,B0122
A0010026,C005347,Current,2024-11-15,Active,110419.68,B0146
A0010027,C003788,Savings,2024-01-26,Active,135418.11,B0025
A0010028,C006330,Savings,2022-02-09,Active,217218.56,B0057
A0010029,C001109,Current,2026-06-02,Closed,124586.92,B0170
A0010030,C008952,Salary,2022-01-31,Active,137232.05,B0167
A0010031,C000397,Savings,2026-06-18,Dormant,58231.84,B0176
A0010032,C005938,Salary,2025-05-25,Closed,255251.87,B0122
A0010033,C006182,Savings,2024-09-23,Active,480524.46,B0168
A0010034,C009347,Savings,2022-10-07,Active,404852.74,B0102
A0010035,C001309,Salary,2024-01-15,Active,160698.35,B0147
A0010036,C002424,Salary,2021-10-12,Active,435920.26,B0120
A0010037,C003856,Salary,2021-12-25,Dormant,212142.44,B0081
A0010038,C006422,Salary,2025-09-09,Active,35618.39,B0055
A0010039,C009183,Salary,2023-06-30,Active,132032.14,B0124
A0010040,C003864,Salary,2026-03-10,Closed,433085.21,B0185
A0010041,C009846,Savings,2026-04-03,Closed,492722.12,B0115
A0010042,C009282,Current,2023-09-26,Dormant,19532.93,B0167
A0010043,C009927,Salary,2023-04-30,Active,294242.99,B0104
A0010044,C006123,Savings,2023-01-11,Active,492412.49,B0011
A0010045,C005743,Salary,2026-02-04,Active,338766.42,B0019
A0010046,C003374,Savings,2022-05-14,Dormant,50759.41,B0169
A0010047,C000507,Current,2026-05-10,Dormant,68603.68,B0181
A0010048,C005194,Savings,2025-07-01,Active,489050.0,B0170
A0010049,C004318,Savings,2022-02-26,Active,472011.44,B0111
A0010050,C005065,Savings,2023-05-17,Dormant,284967.84,B0003
A0010051,C008857,Salary,2023-02-06,Active,461761.62,B0045
A0010052,C009291,Salary,2023-05-25,Active,413273.28,B0115
A0010053,C003358,Salary,2024-03-29,Active,225301.42,B0160
A0010054,C000823,Salary,2022-06-28,Closed,316544.89,B0011
A0010055,C002220,Savings,2023-11-03,Active,383068.6,B0186
A0010056,C009005,Salary,2022-03-22,Active,98407.74,B0120
A0010057,C009339,Savings,2022-02-26,Active,208392.4,B0191
A0010058,C002392,Current,2024-08-31,Active,305634.26,B0145
A0010059,C009351,Savings,2022-11-02,Active,163338.43,B0024
A0010060,C000481,Salary,2023-08-29,Closed,219951.66,B0051
A0010061,C008567,Salary,2023-11-08,Active,81612.88,B0164
A0010062,C007620,Savings,2025-05-24,Active,377624.55,B0108
A0010063,C008588,Savings,2025-12-08,Active,67570.35,B0025
A0010064,C001442,Salary,2022-04-05,Active,166877.38,B0025
A0010065,C008435,Salary,2022-02-01,Closed,453725.37,B0047
A0010066,C008708,Salary,2023-08-21,Active,203732.3,B0008
A0010067,C005877,Savings,2022-10-01,Closed,199882.96,B0029
A0010068,C005335,Salary,2022-10-12,Closed,295449.75,B0040
A0010069,C003764,Salary,2022-07-11,Active,135396.36,B0042
A0010070,C008293,Salary,2025-06-21,Active,265968.08,B0010
A0010071,C005635,Salary,2023-06-14,Active,93032.86,B0032
A0010072,C000834,Current,2023-06-09,Active,83472.61,B0132
A0010073,C001732,Current,2023-08-08,Active,493421.17,B0047
A0010074,C006392,Savings,2021-09-11,Active,472370.87,B0082
A0010075,C007330,Current,2022-07-28,Closed,359298.04,B0179
A0010076,C004408,Savings,2023-03-30,Active,462971.36,B0084
A0010077,C002695,Current,2025-11-08,Active,104388.87,B0173
A0010078,C004092,Current,2021-11-19,Active,391809.79,B0027
A0010079,C007667,Savings,2021-09-15,Active,495873.6,B0017
A0010080,C006903,Savings,2025-11-05,Active,433450.92,B0173
A0010081,C008435,Salary,2023-04-19,Active,295615.44,B0028
A0010082,C008618,Salary,2022-02-06,Closed,163598.04,B0136
A0010083,C008561,Savings,2025-06-02,Closed,138588.41,B0162
A0010084,C009688,Salary,2023-11-16,Active,280515.95,B0055
A0010085,C008663,Salary,2023-12-11,Closed,426596.72,B0158
A0010086,C008789,Current,2022-02-08,Closed,291222.29,B0010
A0010087,C005212,Savings,2025-12-14,Closed,111723.95,B0125
A0010088,C001098,Savings,2021-10-26,Active,466102.33,B0074
A0010089,C005533,Current,2025-01-29,Active,213439.77,B0071
A0010090,C006638,Current,2022-01-27,Closed,467940.01,B0030
A0010091,C004027,Savings,2026-06-06,Dormant,161493.89,B0168
A0010092,C003146,Current,2022-12-20,Closed,132786.16,B0192
A0010093,C006862,Current,2023-04-20,Dormant,384961.66,B0017
A0010094,C006462,Current,2024-04-23,Dormant,329588.46,B0189
A0010095,C002617,Salary,2025-07-30,Active,264709.91,B0111
A0010096,C005269,Current,2024-05-03,Active,39783.56,B0004
A0010097,C005828,Current,2025-05-16,Closed,225489.27,B0012
A0010098,C000489,Current,2024-12-25,Active,192851.03,B0112
A0010099,C000985,Current,2022-08-11,Dormant,264213.89,B0172
A0010100,C003919,Salary,2021-12-31,Closed,223231.63,B0169
A0010101,C007923,Savings,2024-03-15,Active,274677.17,B0099
A0010102,C005189,Salary,2023-01-17,Active,477285.81,B0184
A0010103,C006479,Savings,2024-04-06,Closed,31060.46,B0047
A0010104,C000151,Current,2025-05-26,Closed,106939.55,B0182
A0010105,C007707,Salary,2025-07-10,Active,409751.74,B0107
A0010106,C000017,Salary,2021-08-14,Dormant,147558.56,B0011
A0010107,C008497,Current,2025-03-07,Active,495405.75,B0091
A0010108,C003303,Salary,2025-08-17,Active,420397.68,B0012
A0010109,C006440,Current,2022-06-26,Active,242597.27,B0198
A0010110,C000511,Salary,2025-04-17,Active,485062.2,B0032
A0010111,C009207,Current,2023-03-27,Active,422552.17,B0019
A0010112,C001029,Current,2023-02-25,Closed,112499.45,B0200
A0010113,C001550,Savings,2022-02-02,Dormant,391119.37,B0167
A0010114,C009326,Savings,2026-05-11,Active,214775.12,B0092
A0010115,C007970,Salary,2022-08-01,Active,497796.24,B0041
A0010116,C008413,Current,2024-07-18,Active,466772.47,B0166
A0010117,C009026,Savings,2022-09-07,Closed,289071.34,B0041
A0010118,C002880,Savings,2023-05-07,Active,233892.12,B0063
A0010119,C009145,Salary,2024-04-02,Closed,96283.71,B0033
A0010120,C005701,Salary,2023-08-09,Active,173480.64,B0136
A0010121,C007987,Current,2024-01-21,Dormant,53561.82,B0015
A0010122,C007347,Current,2021-11-27,Active,294025.29,B0132
A0010123,C009785,Salary,2021-11-27,Closed,341277.66,B0140
A0010124,C004040,Savings,2022-05-07,Dormant,329574.48,B0030
A0010125,C005281,Salary,2026-06-15,Closed,287891.3,B0075
A0010126,C008565,Salary,2024-02-17,Closed,14974.26,B0124
A0010127,C002420,Salary,2024-09-20,Dormant,110982.63,B0176
A0010128,C009390,Savings,2026-03-05,Closed,186326.15,B0092
A0010129,C007782,Current,2021-11-26,Active,98969.14,B0186
A0010130,C000709,Current,2021-12-25,Active,76087.52,B0193
A0010131,C003350,Savings,2023-04-20,Active,113210.6,B0048
A0010132,C002758,Current,2024-12-10,Dormant,123059.06,B0117
A0010133,C008378,Current,2024-01-20,Active,439944.66,B0046
A0010134,C004623,Salary,2022-12-11,Closed,155141.53,B0176
A0010135,C005541,Current,2025-07-03,Dormant,404534.57,B0042
A0010136,C009012,Savings,2024-10-12,Active,152926.3,B0017
A0010137,C005639,Current,2023-04-13,Dormant,126304.79,B0116
A0010138,C005710,Savings,2024-02-29,Active,53910.43,B0087
A0010139,C002813,Savings,2025-05-25,Active,331660.11,B0124
A0010140,C006088,Salary,2026-08-01,Active,19290.5,B0128
A0010141,C003318,Savings,2022-05-25,Active,269432.16,B0029
A0010142,C003747,Salary,2024-02-18,Active,91552.5,B0029
A0010143,C003185,Savings,2022-12-03,Active,375799.19,B0091
A0010144,C006704,Current,2023-04-29,Active,83199.56,B0175
A0010145,C006083,Current,2026-06-17,Active,350724.11,B0047
A0010146,C007518,Savings,2025-05-09,Active,47487.12,B0022
A0010147,C002392,Salary,2024-12-08,Active,122757.05,B0194
A0010148,C007468,Salary,2026-07-31,Dormant,482471.11,B0081
A0010149,C005709,Salary,2025-01-16,Closed,268712.54,B0079
A0010150,C002108,Salary,2025-02-22,Active,250727.94,B0013
A0010151,C001569,Current,2026-05-22,Active,430361.61,B0059
A0010152,C002901,Current,2026-01-10,Active,149378.48,B0161
A0010153,C002477,Current,2024-07-10,Active,249536.8,B0006
A0010154,C002256,Savings,2024-07-07,Active,236255.43,B0048
A0010155,C009188,Savings,2023-09-28,Dormant,209461.8,B0194
A0010156,C002647,Salary,2024-07-02,Active,453307.28,B0028
A0010157,C006930,Current,2022-02-04,Active,66586.13,B0159
A0010158,C009005,Savings,2024-03-20,Dormant,57946.33,B0027
A0010159,C008037,Savings,2026-07-23,Active,459890.36,B0073
A0010160,C009994,Savings,2024-11-09,Active,266530.32,B0012
A0010161,C006411,Salary,2022-10-06,Active,253056.43,B0065
A0010162,C005914,Current,2024-01-28,Active,140023.28,B0176
A0010163,C004687,Current,2022-02-10,Closed,265199.18,B0091
A0010164,C006236,Savings,2022-02-12,Active,299278.39,B0068
A0010165,C003901,Savings,2021-11-15,Closed,137715.68,B0161
A0010166,C007674,Salary,2026-01-29,Active,42202.68,B0164
A0010167,C000050,Salary,2024-12-18,Active,466214.77,B0014
A0010168,C001811,Salary,2026-05-20,Active,200915.0,B0066
A0010169,C009834,Salary,2025-08-09,Closed,255468.52,B0154
A0010170,C004405,Salary,2024-08-24,Dormant,113731.43,B0160
A0010171,C008657,Salary,2026-03-29,Dormant,474241.19,B0034
A0010172,C007998,Savings,2025-11-14,Closed,389640.66,B0131
A0010173,C001891,Savings,2022-01-30,Active,16294.88,B0046
A0010174,C003513,Savings,2024-03-01,Dormant,83453.27,B0025
A0010175,C002866,Current,2023-04-06,Closed,240540.55,B0136
A0010176,C009777,Savings,2024-08-04,Closed,143230.21,B0051
A0010177,C000137,Savings,2023-04-28,Closed,369311.51,B0184
A0010178,C009236,Current,2023-06-07,Active,387484.99,B0026
A0010179,C007181,Salary,2026-04-15,Dormant,5172.8,B0177
A0010180,C002235,Savings,2026-01-12,Active,310696.52,B0138
A0010181,C003006,Current,2024-01-08,Active,430055.82,B0191
A0010182,C001247,Savings,2024-08-06,Active,426548.28,B0065
A0010183,C002333,Salary,2025-02-28,Active,77506.0,B0151
A0010184,C002673,Salary,2022-08-15,Active,480951.15,B0189
A0010185,C002798,Salary,2025-01-05,Active,226547.5,B0056
A0010186,C009541,Salary,2025-03-20,Dormant,161710.41,B0033
A0010187,C000194,Salary,2026-04-24,Active,260782.34,B0018
A0010188,C003740,Current,2024-05-24,Active,346184.03,B0182
A0010189,C004120,Current,2024-12-12,Dormant,110708.79,B0102
A0010190,C004433,Current,2025-09-30,Active,411998.05,B0066
A0010191,C000419,Salary,2023-03-10,Active,370326.05,B0099
A0010192,C000596,Savings,2023-10-24,Active,39578.13,B0152
A0010193,C000080,Current,2023-09-27,Active,369748.77,B0107
A0010194,C003979,Current,2023-04-25,Closed,277452.77,B0090
A0010195,C008287,Savings,2025-12-01,Closed,172199.7,B0088
A0010196,C005549,Current,2022-03-21,Active,483493.51,B0105
A0010197,C008114,Salary,2026-07-22,Active,475942.66,B0188
A0010198,C009164,Savings,2021-09-06,Active,489354.46,B0125
A0010199,C006151,Current,2024-08-19,Closed,437518.83,B0052
A0010200,C002165,Current,2026-01-08,Dormant,307576.77,B0037
A0010201,C006182,Savings,2024-08-31,Dormant,109802.26,B0160
A0010202,C007666,Salary,2023-10-30,Active,25223.28,B0013
A0010203,C005437,Salary,2024-08-11,Active,495128.04,B0188
A0010204,C001456,Current,2023-12-09,Active,38452.34,B0150
A0010205,C002354,Current,2024-08-08,Closed,376155.72,B0067
A0010206,C008944,Salary,2025-12-03,Active,293107.61,B0149
A0010207,C009011,Current,2024-03-03,Closed,278212.35,B0052
A0010208,C000483,Current,2024-12-25,Active,457990.38,B0025
